###############################
LOAD CSV 1, 72.22914695739746, 72.22914695739746, PostgreSQL/Umbra
LOAD CSV 2, 33.638954162597656, 105.86810111999512, PostgreSQL/Umbra
PROJECT TRAIN, 47.286033630371094, 153.1541347503662, PostgreSQL/Umbra
PROJECT TEST, 23.615598678588867, 176.76973342895508, PostgreSQL/Umbra
SELECT TRAIN 1, 90.78264236450195, 267.55237579345703, PostgreSQL/Umbra
SELECT TRAIN 2, 62.70885467529297, 330.26123046875, PostgreSQL/Umbra
SELECT TRAIN 3, 62.21461296081543, 392.47584342956543, PostgreSQL/Umbra
SELECT TRAIN 4, 63.08388710021973, 455.55973052978516, PostgreSQL/Umbra
REPLACE TRAIN, 27.776241302490234, 483.3359718322754, PostgreSQL/Umbra
REPLACE TEST, 16.315221786499023, 499.6511936187744, PostgreSQL/Umbra
BINARIZE TRAIN, 44.547080993652344, 544.1982746124268, PostgreSQL/Umbra
BINARIZE TEST, 24.29986000061035, 568.4981346130371, PostgreSQL/Umbra
PIPELINE+MODEL FIT, 228.50799560546875, 797.0061302185059, PostgreSQL/Umbra
PIPELINE+MODEL SCORE, 4.586935043334961, 801.5930652618408, PostgreSQL/Umbra
COMPAS_TIMED, FULL, INSPECTION_TRAIN, 1000000, VIEW, NON-MATERIALIZED, Pandas/Original, 1637.596450993442, ['/home/luca/Documents/Bachelorarbeit/mlinspect/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_train.csv'; '/home/luca/Documents/Bachelorarbeit/mlinspect/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_test.csv']

###############################
LOAD CSV 1, 67.98291206359863, 892.0109272003174, PostgreSQL/Umbra
LOAD CSV 2, 44.94953155517578, 936.9604587554932, PostgreSQL/Umbra
PROJECT TRAIN, 24.36208724975586, 961.322546005249, PostgreSQL/Umbra
PROJECT TEST, 18.813610076904297, 980.1361560821533, PostgreSQL/Umbra
SELECT TRAIN 1, 33.73980522155762, 1013.8759613037109, PostgreSQL/Umbra
SELECT TRAIN 2, 28.87248992919922, 1042.7484512329102, PostgreSQL/Umbra
SELECT TRAIN 3, 25.610685348510742, 1068.359136581421, PostgreSQL/Umbra
SELECT TRAIN 4, 25.447607040405273, 1093.8067436218262, PostgreSQL/Umbra
REPLACE TRAIN, 27.060508728027344, 1120.8672523498535, PostgreSQL/Umbra
REPLACE TEST, 20.631074905395508, 1141.498327255249, PostgreSQL/Umbra
BINARIZE TRAIN, 9.391307830810547, 1150.8896350860596, PostgreSQL/Umbra
